"","UF","SG_UF","SG_UE","cd_mun_ibge","nm_mun_ibge","cd_mun_tse","nm_mun_tse"
"1","11","RO","BR","1100015","ALTA FLORESTA D OESTE",310,"Alta Floresta D'Oeste"
"2","11","RO","BR","1100379","ALTO ALEGRE DOS PARECIS",736,"Alto Alegre dos Parecis"
"3","11","RO","BR","1100403","ALTO PARAÍSO",639,"Alto Paraíso"
"4","11","RO","BR","1100346","ALVORADA DO OESTE",337,"Alvorada D'Oeste"
"5","11","RO","BR","1100023","ARIQUEMES",78,"Ariquemes"
"6","11","RO","BR","1100452","BURITIS",779,"Buritis"
"7","11","RO","BR","1100031","CABIXI",450,"Cabixi"
"8","11","RO","BR","1100601","CACAULÂNDIA",620,"Cacaulândia"
"9","11","RO","BR","1100049","CACOAL",94,"Cacoal"
"10","11","RO","BR","1100700","CAMPO NOVO DE RONDÔNIA",671,"Campo Novo de Rondônia"
"11","11","RO","BR","1100809","CANDEIAS DO JAMARI",477,"Candeias do Jamari"
"12","11","RO","BR","1100908","CASTANHEIRAS",531,"Castanheiras"
"13","11","RO","BR","1100056","CEREJEIRAS",272,"Cerejeiras"
"14","11","RO","BR","1100924","CHUPINGUAIA",809,"Chupinguaia"
"15","11","RO","BR","1100064","COLORADO DO OESTE",230,"Colorado do Oeste"
"16","11","RO","BR","1100072","CORUMBIARA",655,"Corumbiara"
"17","11","RO","BR","1100080","COSTA MARQUES",213,"Costa Marques"
"18","11","RO","BR","1100940","CUJUBIM",680,"Cujubim"
"19","11","RO","BR","1100098","ESPIGÃO DO OESTE",256,"Espigão D'Oeste"
"20","11","RO","BR","1101005","GOVERNADOR JORGE TEIXEIRA",612,"Governador Jorge Teixeira"
"21","11","RO","BR","1100106","GUAJARÁ-MIRIM",19,"Guajará-Mirim"
"22","11","RO","BR","1101104","ITAPUÃ DO OESTE",493,"Itapuã do Oeste"
"23","11","RO","BR","1100114","JARU",159,"Jaru"
"24","11","RO","BR","1100122","JI-PARANÁ",51,"Ji-Paraná"
"25","11","RO","BR","1100130","MACHADINHO D OESTE",396,"Machadinho D'Oeste"
"26","11","RO","BR","1101203","MINISTRO ANDREAZZA",604,"Ministro Andreazza"
"27","11","RO","BR","1101302","MIRANTE DA SERRA",574,"Mirante da Serra"
"28","11","RO","BR","1101401","MONTE NEGRO",663,"Monte Negro"
"29","11","RO","BR","1100148","NOVA BRASILÂNDIA D OESTE",370,"Nova Brasilândia D'Oeste"
"30","11","RO","BR","1100338","NOVA MAMORÉ",434,"Nova Mamoré"
"31","11","RO","BR","1101435","NOVA UNIÃO",744,"Nova União"
"32","11","RO","BR","1100502","NOVO HORIZONTE DO OESTE",515,"Novo Horizonte do Oeste"
"33","11","RO","BR","1100155","OURO PRETO DO OESTE",175,"Ouro Preto do Oeste"
"34","11","RO","BR","1101450","PARECIS",701,"Parecis"
"35","11","RO","BR","1100189","PIMENTA BUENO",116,"Pimenta Bueno"
"36","11","RO","BR","1101468","PIMENTEIRAS DO OESTE",787,"Pimenteiras do Oeste"
"37","11","RO","BR","1100205","PORTO VELHO",35,"Porto Velho"
"38","11","RO","BR","1100254","PRESIDENTE MÉDICI",191,"Presidente Médici"
"39","11","RO","BR","1101476","PRIMAVERA DE RONDÔNIA",728,"Primavera de Rondônia"
"40","11","RO","BR","1100262","RIO CRESPO",647,"Rio Crespo"
"41","11","RO","BR","1100288","ROLIM DE MOURA",299,"Rolim de Moura"
"42","11","RO","BR","1100296","SANTA LUZIA D OESTE",353,"Santa Luzia D'Oeste"
"43","11","RO","BR","1101484","SÃO FELIPE D OESTE",710,"São Felipe D'Oeste"
"44","11","RO","BR","1101492","SÃO FRANCISCO DO GUAPORÉ",795,"São Francisco do Guaporé"
"45","11","RO","BR","1100320","SÃO MIGUEL DO GUAPORÉ",418,"São Miguel do Guaporé"
"46","11","RO","BR","1101500","SERINGUEIRAS",582,"Seringueiras"
"47","11","RO","BR","1101559","TEIXEIRÓPOLIS",752,"Teixeirópolis"
"48","11","RO","BR","1101609","THEOBROMA",590,"Theobroma"
"49","11","RO","BR","1101708","URUPÁ",566,"Urupá"
"50","11","RO","BR","1101757","VALE DO ANARI",698,"Vale do Anari"
"51","11","RO","BR","1101807","VALE DO PARAÍSO",558,"Vale do Paraíso"
"52","11","RO","BR","1100304","VILHENA",132,"Vilhena"
"53","12","AC","BR","1200013","ACRELÂNDIA",1120,"Acrelândia"
"54","12","AC","BR","1200054","ASSIS BRASIL",1570,"Assis Brasil"
"55","12","AC","BR","1200104","BRASILÉIA",1058,"Brasiléia"
"56","12","AC","BR","1200138","BUJARI",1007,"Bujari"
"57","12","AC","BR","1200179","CAPIXABA",1015,"Capixaba"
"58","12","AC","BR","1200203","CRUZEIRO DO SUL",1074,"Cruzeiro do Sul"
"59","12","AC","BR","1200252","EPITACIOLÂNDIA",1112,"Epitaciolândia"
"60","12","AC","BR","1200302","FEIJÓ",1139,"Feijó"
"61","12","AC","BR","1200328","JORDÃO",1104,"Jordão"
"62","12","AC","BR","1200336","MÂNCIO LIMA",1090,"Mâncio Lima"
"63","12","AC","BR","1200344","MANOEL URBANO",1554,"Manoel Urbano"
"64","12","AC","BR","1200351","MARECHAL THAUMATURGO",1040,"Marechal Thaumaturgo"
"65","12","AC","BR","1200385","PLÁCIDO DE CASTRO",1511,"Plácido de Castro"
"66","12","AC","BR","1200807","PORTO ACRE",1023,"Porto Acre"
"67","12","AC","BR","1200393","PORTO WALTER",1066,"Porto Walter"
"68","12","AC","BR","1200401","RIO BRANCO",1392,"Rio Branco"
"69","12","AC","BR","1200427","RODRIGUES ALVES",1082,"Rodrigues Alves"
"70","12","AC","BR","1200435","SANTA ROSA DO PURUS",1031,"Santa Rosa do Purus"
"71","12","AC","BR","1200500","SENA MADUREIRA",1457,"Sena Madureira"
"72","12","AC","BR","1200450","SENADOR GUIOMARD",1538,"Senador Guiomard"
"73","12","AC","BR","1200609","TARAUACÁ",1473,"Tarauacá"
"74","12","AC","BR","1200708","XAPURI",1490,"Xapuri"
"75","13","AM","BR","1300029","ALVARÃES",2895,"Alvarães"
"76","13","AM","BR","1300060","AMATURÁ",2917,"Amaturá"
"77","13","AM","BR","1300086","ANAMÃ",2933,"Anamã"
"78","13","AM","BR","1300102","ANORI",2038,"Anori"
"79","13","AM","BR","1300144","APUÍ",2003,"Apuí"
"80","13","AM","BR","1300201","ATALAIA DO NORTE",2054,"Atalaia do Norte"
"81","13","AM","BR","1300300","AUTAZES",2070,"Autazes"
"82","13","AM","BR","1300409","BARCELOS",2097,"Barcelos"
"83","13","AM","BR","1300508","BARREIRINHA",2119,"Barreirinha"
"84","13","AM","BR","1300607","BENJAMIN CONSTANT",2135,"Benjamin Constant"
"85","13","AM","BR","1300631","BERURI",2950,"Beruri"
"86","13","AM","BR","1300680","BOA VISTA DO RAMOS",2976,"Boa Vista do Ramos"
"87","13","AM","BR","1300706","BOCA DO ACRE",2151,"Boca do Acre"
"88","13","AM","BR","1300805","BORBA",2178,"Borba"
"89","13","AM","BR","1300839","CAAPIRANGA",2992,"Caapiranga"
"90","13","AM","BR","1300904","CANUTAMA",2194,"Canutama"
"91","13","AM","BR","1301001","CARAUARI",2216,"Carauari"
"92","13","AM","BR","1301100","CAREIRO",2232,"Careiro"
"93","13","AM","BR","1301159","CAREIRO DA VÁRZEA",2046,"Careiro da Várzea"
"94","13","AM","BR","1301209","COARI",2259,"Coari"
"95","13","AM","BR","1301308","CODAJÁS",2275,"Codajás"
"96","13","AM","BR","1301407","EIRUNEPÉ",2291,"Eirunepé"
"97","13","AM","BR","1301506","ENVIRA",2313,"Envira"
"98","13","AM","BR","1301605","FONTE BOA",2330,"Fonte Boa"
"99","13","AM","BR","1301654","GUAJARÁ",2020,"Guajará"
"100","13","AM","BR","1301704","HUMAITÁ",2356,"Humaitá"
"101","13","AM","BR","1301803","IPIXUNA",2399,"Ipixuna"
"102","13","AM","BR","1301852","IRANDUBA",98353,"Iranduba"
"103","13","AM","BR","1301902","ITACOATIARA",2410,"Itacoatiara"
"104","13","AM","BR","1301951","ITAMARATI",98370,"Itamarati"
"105","13","AM","BR","1302009","ITAPIRANGA",2437,"Itapiranga"
"106","13","AM","BR","1302108","JAPURÁ",2453,"Japurá"
"107","13","AM","BR","1302207","JURUÁ",2470,"Juruá"
"108","13","AM","BR","1302306","JUTAÍ",2496,"Jutaí"
"109","13","AM","BR","1302405","LÁBREA",2518,"Lábrea"
"110","13","AM","BR","1302504","MANACAPURU",2534,"Manacapuru"
"111","13","AM","BR","1302553","MANAQUIRI",98396,"Manaquiri"
"112","13","AM","BR","1302603","MANAUS",2550,"Manaus"
"113","13","AM","BR","1302702","MANICORÉ",2577,"Manicoré"
"114","13","AM","BR","1302801","MARAÃ",2593,"Maraã"
"115","13","AM","BR","1302900","MAUÉS",2615,"Maués"
"116","13","AM","BR","1303007","NHAMUNDÁ",2631,"Nhamundá"
"117","13","AM","BR","1303106","NOVA OLINDA DO NORTE",2658,"Nova Olinda do Norte"
"118","13","AM","BR","1303205","NOVO AIRÃO",2011,"Novo Airão"
"119","13","AM","BR","1303304","NOVO ARIPUANÃ",2674,"Novo Aripuanã"
"120","13","AM","BR","1303403","PARINTINS",2690,"Parintins"
"121","13","AM","BR","1303502","PAUINI",2712,"Pauini"
"122","13","AM","BR","1303536","PRESIDENTE FIGUEIREDO",98418,"Presidente Figueiredo"
"123","13","AM","BR","1303569","RIO PRETO DA EVA",98434,"Rio Preto da Eva"
"124","13","AM","BR","1303601","SANTA ISABEL DO RIO NEGRO",2372,"Santa Isabel do Rio Negro"
"125","13","AM","BR","1303700","SANTO ANTÔNIO DO IÇÁ",2739,"Santo Antônio do Içá"
"126","13","AM","BR","1303809","SÃO GABRIEL DA CACHOEIRA",2836,"São Gabriel da Cachoeira"
"127","13","AM","BR","1303908","SÃO PAULO DE OLIVENÇA",2755,"São Paulo de Olivença"
"128","13","AM","BR","1303957","SÃO SEBASTIÃO DO UATUMÃ",98450,"São Sebastião do Uatumã"
"129","13","AM","BR","1304005","SILVES",2771,"Silves"
"130","13","AM","BR","1304062","TABATINGA",98477,"Tabatinga"
"131","13","AM","BR","1304104","TAPAUÁ",2798,"Tapauá"
"132","13","AM","BR","1304203","TEFÉ",2810,"Tefé"
"133","13","AM","BR","1304237","TONANTINS",98515,"Tonantins"
"134","13","AM","BR","1304260","UARINI",98493,"Uarini"
"135","13","AM","BR","1304302","URUCARÁ",2852,"Urucará"
"136","13","AM","BR","1304401","URUCURITUBA",2879,"Urucurituba"
"137","14","RR","BR","1400050","ALTO ALEGRE",3050,"Alto Alegre"
"138","14","RR","BR","1400027","AMAJARI",3042,"Amajari"
"139","14","RR","BR","1400100","BOA VISTA",3018,"Boa Vista"
"140","14","RR","BR","1400159","BONFIM",3077,"Bonfim"
"141","14","RR","BR","1400175","CANTÁ",3069,"Cantá"
"142","14","RR","BR","1400209","CARACARAÍ",3034,"Caracaraí"
"143","14","RR","BR","1400233","CAROEBE",3000,"Caroebe"
"144","14","RR","BR","1400282","IRACEMA",3026,"Iracema"
"145","14","RR","BR","1400308","MUCAJAÍ",3093,"Mucajaí"
"146","14","RR","BR","1400407","NORMANDIA",3115,"Normandia"
"147","14","RR","BR","1400456","PACARAIMA",3123,"Pacaraima"
"148","14","RR","BR","1400472","RORAINÓPOLIS",3085,"Rorainópolis"
"149","14","RR","BR","1400506","SÃO JOÃO DA BALIZA",3131,"São João da Baliza"
"150","14","RR","BR","1400605","SÃO LUIZ",3158,"São Luiz"
"151","14","RR","BR","1400704","UIRAMUTÃ",3107,"Uiramutã"
"152","15","PA","BR","1500107","ABAETETUBA",4014,"Abaetetuba"
"153","15","PA","BR","1500131","ABEL FIGUEIREDO",4502,"Abel Figueiredo"
"154","15","PA","BR","1500206","ACARÁ",4030,"Acará"
"155","15","PA","BR","1500305","AFUÁ",4057,"Afuá"
"156","15","PA","BR","1500347","ÁGUA AZUL DO NORTE",4260,"Água Azul do Norte"
"157","15","PA","BR","1500404","ALENQUER",4073,"Alenquer"
"158","15","PA","BR","1500503","ALMEIRIM",4090,"Almeirim"
"159","15","PA","BR","1500602","ALTAMIRA",4111,"Altamira"
"160","15","PA","BR","1500701","ANAJÁS",4138,"Anajás"
"161","15","PA","BR","1500800","ANANINDEUA",4154,"Ananindeua"
"162","15","PA","BR","1500859","ANAPU",4723,"Anapu"
"163","15","PA","BR","1500909","AUGUSTO CORRÊA",4170,"Augusto Corrêa"
"164","15","PA","BR","1500958","AURORA DO PARÁ",4340,"Aurora do Pará"
"165","15","PA","BR","1501006","AVEIRO",4197,"Aveiro"
"166","15","PA","BR","1501105","BAGRE",4219,"Bagre"
"167","15","PA","BR","1501204","BAIÃO",4235,"Baião"
"168","15","PA","BR","1501253","BANNACH",4588,"Bannach"
"169","15","PA","BR","1501303","BARCARENA",4251,"Barcarena"
"170","15","PA","BR","1501402","BELÉM",4278,"Belém"
"171","15","PA","BR","1501451","BELTERRA",4804,"Belterra"
"172","15","PA","BR","1501501","BENEVIDES",4294,"Benevides"
"173","15","PA","BR","1501576","BOM JESUS DO TOCANTINS",4049,"Bom Jesus do Tocantins"
"174","15","PA","BR","1501600","BONITO",4316,"Bonito"
"175","15","PA","BR","1501709","BRAGANÇA",4332,"Bragança"
"176","15","PA","BR","1501725","BRASIL NOVO",4227,"Brasil Novo"
"177","15","PA","BR","1501758","BREJO GRANDE DO ARAGUAIA",5932,"Brejo Grande do Araguaia"
"178","15","PA","BR","1501782","BREU BRANCO",4448,"Breu Branco"
"179","15","PA","BR","1501808","BREVES",4359,"Breves"
"180","15","PA","BR","1501907","BUJARU",4375,"Bujaru"
"181","15","PA","BR","1502004","CACHOEIRA DO ARARI",4391,"Cachoeira do Arari"
"182","15","PA","BR","1501956","CACHOEIRA DO PIRIÁ",4766,"Cachoeira do Piriá"
"183","15","PA","BR","1502103","CAMETÁ",4413,"Cametá"
"184","15","PA","BR","1502152","CANAÃ DOS CARAJÁS",4707,"Canaã dos Carajás"
"185","15","PA","BR","1502202","CAPANEMA",4430,"Capanema"
"186","15","PA","BR","1502301","CAPITÃO POÇO",4456,"Capitão Poço"
"187","15","PA","BR","1502400","CASTANHAL",4472,"Castanhal"
"188","15","PA","BR","1502509","CHAVES",4499,"Chaves"
"189","15","PA","BR","1502608","COLARES",4510,"Colares"
"190","15","PA","BR","1502707","CONCEIÇÃO DO ARAGUAIA",4537,"Conceição do Araguaia"
"191","15","PA","BR","1502756","CONCÓRDIA DO PARÁ",5819,"Concórdia do Pará"
"192","15","PA","BR","1502764","CUMARU DO NORTE",4529,"Cumaru do Norte"
"193","15","PA","BR","1502772","CURIONÓPOLIS",5851,"Curionópolis"
"194","15","PA","BR","1502806","CURRALINHO",4553,"Curralinho"
"195","15","PA","BR","1502855","CURUÁ",4740,"Curuá"
"196","15","PA","BR","1502905","CURUÇÁ",4570,"Curuçá"
"197","15","PA","BR","1502939","DOM ELISEU",5975,"Dom Eliseu"
"198","15","PA","BR","1502954","ELDORADO DOS CARAJÁS",4120,"Eldorado do Carajás"
"199","15","PA","BR","1503002","FARO",4596,"Faro"
"200","15","PA","BR","1503044","FLORESTA DO ARAGUAIA",4561,"Floresta do Araguaia"
"201","15","PA","BR","1503077","GARRAFÃO DO NORTE",5878,"Garrafão do Norte"
"202","15","PA","BR","1503093","GOIANÉSIA DO PARÁ",4006,"Goianésia do Pará"
"203","15","PA","BR","1503101","GURUPÁ",4618,"Gurupá"
"204","15","PA","BR","1503200","IGARAPÉ-AÇU",4634,"Igarapé-Açu"
"205","15","PA","BR","1503309","IGARAPÉ-MIRI",4650,"Igarapé-Miri"
"206","15","PA","BR","1503408","INHANGAPI",4677,"Inhangapi"
"207","15","PA","BR","1503457","IPIXUNA DO PARÁ",4189,"Ipixuna do Pará"
"208","15","PA","BR","1503507","IRITUIA",4693,"Irituia"
"209","15","PA","BR","1503606","ITAITUBA",4715,"Itaituba"
"210","15","PA","BR","1503705","ITUPIRANGA",4731,"Itupiranga"
"211","15","PA","BR","1503754","JACAREACANGA",4200,"Jacareacanga"
"212","15","PA","BR","1503804","JACUNDÁ",4758,"Jacundá"
"213","15","PA","BR","1503903","JURUTI",4774,"Juruti"
"214","15","PA","BR","1504000","LIMOEIRO DO AJURU",4790,"Limoeiro do Ajuru"
"215","15","PA","BR","1504059","MÃE DO RIO",4103,"Mãe do Rio"
"216","15","PA","BR","1504109","MAGALHÃES BARATA",4812,"Magalhães Barata"
"217","15","PA","BR","1504208","MARABÁ",4839,"Marabá"
"218","15","PA","BR","1504307","MARACANÃ",4855,"Maracanã"
"219","15","PA","BR","1504406","MARAPANIM",4871,"Marapanim"
"220","15","PA","BR","1504422","MARITUBA",4642,"Marituba"
"221","15","PA","BR","1504455","MEDICILÂNDIA",5770,"Medicilândia"
"222","15","PA","BR","1504505","MELGAÇO",4898,"Melgaço"
"223","15","PA","BR","1504604","MOCAJUBA",4910,"Mocajuba"
"224","15","PA","BR","1504703","MOJU",4936,"Moju"
"225","15","PA","BR","1504752","MOJUÍ DOS CAMPOS",4863,"Mojuí dos Campos"
"226","15","PA","BR","1504802","MONTE ALEGRE",4952,"Monte Alegre"
"227","15","PA","BR","1504901","MUANÁ",4979,"Muaná"
"228","15","PA","BR","1504950","NOVA ESPERANÇA DO PIRIÁ",4480,"Nova Esperança do Piriá"
"229","15","PA","BR","1504976","NOVA IPIXUNA",4600,"Nova Ipixuna"
"230","15","PA","BR","1505007","NOVA TIMBOTEUA",4995,"Nova Timboteua"
"231","15","PA","BR","1505031","NOVO PROGRESSO",4383,"Novo Progresso"
"232","15","PA","BR","1505064","NOVO REPARTIMENTO",4421,"Novo Repartimento"
"233","15","PA","BR","1505106","ÓBIDOS",5010,"Óbidos"
"234","15","PA","BR","1505205","OEIRAS DO PARÁ",5037,"Oeiras do Pará"
"235","15","PA","BR","1505304","ORIXIMINÁ",5053,"Oriximiná"
"236","15","PA","BR","1505403","OURÉM",5070,"Ourém"
"237","15","PA","BR","1505437","OURILÂNDIA DO NORTE",5959,"Ourilândia do Norte"
"238","15","PA","BR","1505486","PACAJÁ",5916,"Pacajá"
"239","15","PA","BR","1505494","PALESTINA DO PARÁ",4162,"Palestina do Pará"
"240","15","PA","BR","1505502","PARAGOMINAS",5096,"Paragominas"
"241","15","PA","BR","1505536","PARAUAPEBAS",5835,"Parauapebas"
"242","15","PA","BR","1505551","PAU D ARCO",4308,"Pau D'Arco"
"243","15","PA","BR","1505601","PEIXE-BOI",5118,"Peixe-Boi"
"244","15","PA","BR","1505635","PIÇARRA",4782,"Piçarra"
"245","15","PA","BR","1505650","PLACAS",4626,"Placas"
"246","15","PA","BR","1505700","PONTA DE PEDRAS",5134,"Ponta de Pedras"
"247","15","PA","BR","1505809","PORTEL",5150,"Portel"
"248","15","PA","BR","1505908","PORTO DE MOZ",5177,"Porto de Moz"
"249","15","PA","BR","1506005","PRAINHA",5193,"Prainha"
"250","15","PA","BR","1506104","PRIMAVERA",5215,"Primavera"
"251","15","PA","BR","1506112","QUATIPURU",4685,"Quatipuru"
"252","15","PA","BR","1506138","REDENÇÃO",5673,"Redenção"
"253","15","PA","BR","1506161","RIO MARIA",5690,"Rio Maria"
"254","15","PA","BR","1506187","RONDON DO PARÁ",5738,"Rondon do Pará"
"255","15","PA","BR","1506195","RURÓPOLIS",5894,"Rurópolis"
"256","15","PA","BR","1506203","SALINÓPOLIS",5231,"Salinópolis"
"257","15","PA","BR","1506302","SALVATERRA",5258,"Salvaterra"
"258","15","PA","BR","1506351","SANTA BÁRBARA DO PARÁ",4243,"Santa Bárbara do Pará"
"259","15","PA","BR","1506401","SANTA CRUZ DO ARARI",5274,"Santa Cruz do Arari"
"260","15","PA","BR","1506500","SANTA ISABEL DO PARÁ",5290,"Santa Izabel do Pará"
"261","15","PA","BR","1506559","SANTA LUZIA DO PARÁ",4146,"Santa Luzia do Pará"
"262","15","PA","BR","1506583","SANTA MARIA DAS BARREIRAS",5991,"Santa Maria das Barreiras"
"263","15","PA","BR","1506609","SANTA MARIA DO PARÁ",5312,"Santa Maria do Pará"
"264","15","PA","BR","1506708","SANTANA DO ARAGUAIA",5339,"Santana do Araguaia"
"265","15","PA","BR","1506807","SANTARÉM",5355,"Santarém"
"266","15","PA","BR","1506906","SANTARÉM NOVO",5371,"Santarém Novo"
"267","15","PA","BR","1507003","SANTO ANTÔNIO DO TAUÁ",5398,"Santo Antônio do Tauá"
"268","15","PA","BR","1507102","SÃO CAETANO DE ODIVELAS",5410,"São Caetano de Odivelas"
"269","15","PA","BR","1507151","SÃO DOMINGOS DO ARAGUAIA",4464,"São Domingos do Araguaia"
"270","15","PA","BR","1507201","SÃO DOMINGOS DO CAPIM",5436,"São Domingos do Capim"
"271","15","PA","BR","1507300","SÃO FÉLIX DO XINGU",5452,"São Félix do Xingu"
"272","15","PA","BR","1507409","SÃO FRANCISCO DO PARÁ",5479,"São Francisco do Pará"
"273","15","PA","BR","1507458","SÃO GERALDO DO ARAGUAIA",5797,"São Geraldo do Araguaia"
"274","15","PA","BR","1507466","SÃO JOÃO DA PONTA",4820,"São João da Ponta"
"275","15","PA","BR","1507474","SÃO JOÃO DE PIRABAS",4065,"São João de Pirabas"
"276","15","PA","BR","1507508","SÃO JOÃO DO ARAGUAIA",5495,"São João do Araguaia"
"277","15","PA","BR","1507607","SÃO MIGUEL DO GUAMÁ",5517,"São Miguel do Guamá"
"278","15","PA","BR","1507706","SÃO SEBASTIÃO DA BOA VISTA",5533,"São Sebastião da Boa Vista"
"279","15","PA","BR","1507755","SAPUCAIA",4847,"Sapucaia"
"280","15","PA","BR","1507805","SENADOR JOSÉ PORFÍRIO",5550,"Senador José Porfírio"
"281","15","PA","BR","1507904","SOURE",5576,"Soure"
"282","15","PA","BR","1507953","TAILÂNDIA",4022,"Tailândia"
"283","15","PA","BR","1507961","TERRA ALTA",4545,"Terra Alta"
"284","15","PA","BR","1507979","TERRA SANTA",4367,"Terra Santa"
"285","15","PA","BR","1508001","TOMÉ-AÇU",5592,"Tomé-Açu"
"286","15","PA","BR","1508035","TRACUATEUA",4669,"Tracuateua"
"287","15","PA","BR","1508050","TRAIRÃO",4286,"Trairão"
"288","15","PA","BR","1508084","TUCUMÃ",4081,"Tucumã"
"289","15","PA","BR","1508100","TUCURUÍ",5614,"Tucuruí"
"290","15","PA","BR","1508126","ULIANÓPOLIS",4324,"Ulianópolis"
"291","15","PA","BR","1508159","URUARÁ",5754,"Uruará"
"292","15","PA","BR","1508209","VIGIA",5630,"Vigia"
"293","15","PA","BR","1508308","VISEU",5657,"Viseu"
"294","15","PA","BR","1508357","VITÓRIA DO XINGU",4405,"Vitória do Xingu"
"295","15","PA","BR","1508407","XINGUARA",5711,"Xinguara"
"296","16","AP","BR","1600105","AMAPÁ",6017,"Amapá"
"297","16","AP","BR","1600204","CALÇOENE",6033,"Calçoene"
"298","16","AP","BR","1600212","CUTIAS",6068,"Cutias"
"299","16","AP","BR","1600238","FERREIRA GOMES",6114,"Ferreira Gomes"
"300","16","AP","BR","1600253","ITAUBAL",6041,"Itaubal"
"301","16","AP","BR","1600279","LARANJAL DO JARI",6130,"Laranjal do Jari"
"302","16","AP","BR","1600303","MACAPÁ",6050,"Macapá"
"303","16","AP","BR","1600402","MAZAGÃO",6076,"Mazagão"
"304","16","AP","BR","1600501","OIAPOQUE",6092,"Oiapoque"
"305","16","AP","BR","1600154","PEDRA BRANCA DO AMAPARI",6084,"Pedra Branca do Amapari"
"306","16","AP","BR","1600535","PORTO GRANDE",6025,"Porto Grande"
"307","16","AP","BR","1600550","PRACUÚBA",6009,"Pracuúba"
"308","16","AP","BR","1600600","SANTANA",6157,"Santana"
"309","16","AP","BR","1600055","SERRA DO NAVIO",6106,"Serra do Navio"
"310","16","AP","BR","1600709","TARTARUGALZINHO",6173,"Tartarugalzinho"
"311","16","AP","BR","1600808","VITÓRIA DO JARI",6122,"Vitória do Jari"
"312","17","TO","BR","1700251","ABREULÂNDIA",73008,"Abreulândia"
"313","17","TO","BR","1700301","AGUIARNÓPOLIS",73512,"Aguiarnópolis"
"314","17","TO","BR","1700350","ALIANÇA DO TOCANTINS",96954,"Aliança do Tocantins"
"315","17","TO","BR","1700400","ALMAS",92070,"Almas"
"316","17","TO","BR","1700707","ALVORADA",92134,"Alvorada"
"317","17","TO","BR","1701002","ANANÁS",92193,"Ananás"
"318","17","TO","BR","1701051","ANGICO",73075,"Angico"
"319","17","TO","BR","1701101","APARECIDA DO RIO NEGRO",96970,"Aparecida do Rio Negro"
"320","17","TO","BR","1701309","ARAGOMINAS",73334,"Aragominas"
"321","17","TO","BR","1701903","ARAGUACEMA",92371,"Araguacema"
"322","17","TO","BR","1702000","ARAGUAÇU",92398,"Araguaçu"
"323","17","TO","BR","1702109","ARAGUAÍNA",92410,"Araguaína"
"324","17","TO","BR","1702158","ARAGUANÃ",73318,"Araguanã"
"325","17","TO","BR","1702208","ARAGUATINS",92436,"Araguatins"
"326","17","TO","BR","1702307","ARAPOEMA",92452,"Arapoema"
"327","17","TO","BR","1702406","ARRAIAS",92479,"Arraias"
"328","17","TO","BR","1702554","AUGUSTINÓPOLIS",96857,"Augustinópolis"
"329","17","TO","BR","1702703","AURORA DO TOCANTINS",92533,"Aurora do Tocantins"
"330","17","TO","BR","1702901","AXIXÁ DO TOCANTINS",92576,"Axixá do Tocantins"
"331","17","TO","BR","1703008","BABAÇULÂNDIA",92592,"Babaçulândia"
"332","17","TO","BR","1703057","BANDEIRANTES DO TOCANTINS",73580,"Bandeirantes do Tocantins"
"333","17","TO","BR","1703073","BARRA DO OURO",73610,"Barra do Ouro"
"334","17","TO","BR","1703107","BARROLÂNDIA",96997,"Barrolândia"
"335","17","TO","BR","1703206","BERNARDO SAYÃO",92002,"Bernardo Sayão"
"336","17","TO","BR","1703305","BOM JESUS DO TOCANTINS",73121,"Bom Jesus do Tocantins"
"337","17","TO","BR","1703602","BRASILÂNDIA DO TOCANTINS",73245,"Brasilândia do Tocantins"
"338","17","TO","BR","1703701","BREJINHO DE NAZARÉ",92738,"Brejinho de Nazaré"
"339","17","TO","BR","1703800","BURITI DO TOCANTINS",92045,"Buriti do Tocantins"
"340","17","TO","BR","1703826","CACHOEIRINHA",73067,"Cachoeirinha"
"341","17","TO","BR","1703842","CAMPOS LINDOS",73091,"Campos Lindos"
"342","17","TO","BR","1703867","CARIRI DO TOCANTINS",73300,"Cariri do Tocantins"
"343","17","TO","BR","1703883","CARMOLÂNDIA",73326,"Carmolândia"
"344","17","TO","BR","1703891","CARRASCO BONITO",73423,"Carrasco Bonito"
"345","17","TO","BR","1703909","CASEARA",92088,"Caseara"
"346","17","TO","BR","1704105","CENTENÁRIO",73210,"Centenário"
"347","17","TO","BR","1705102","CHAPADA DA NATIVIDADE",73482,"Chapada da Natividade"
"348","17","TO","BR","1704600","CHAPADA DE AREIA",73474,"Chapada de Areia"
"349","17","TO","BR","1705508","COLINAS DO TOCANTINS",93114,"Colinas do Tocantins"
"350","17","TO","BR","1716703","COLMÉIA",95290,"Colméia"
"351","17","TO","BR","1705557","COMBINADO",92142,"Combinado"
"352","17","TO","BR","1705607","CONCEIÇÃO DO TOCANTINS",93130,"Conceição do Tocantins"
"353","17","TO","BR","1706001","COUTO MAGALHÃES",93211,"Couto Magalhães"
"354","17","TO","BR","1706100","CRISTALÂNDIA",93238,"Cristalândia"
"355","17","TO","BR","1706258","CRIXÁS DO TOCANTINS",73555,"Crixás do Tocantins"
"356","17","TO","BR","1706506","DARCINÓPOLIS",73032,"Darcinópolis"
"357","17","TO","BR","1707009","DIANÓPOLIS",93416,"Dianópolis"
"358","17","TO","BR","1707108","DIVINÓPOLIS DO TOCANTINS",92185,"Divinópolis do Tocantins"
